Data_Point,Date_Time,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current(A),Voltage(V),Power(W),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),ACR(Ohm),dV/dt(V/s),Internal_Resistance(Ohm),dQ/dV(Ah/V),dV/dQ(V/Ah)
2982,03/05/2022 07:31:42.682,50860.952,10.767,4,7,0.00345,3.77161,0.01299,0.00001,0.00000,0.00004,0.00000,,0.007917593,,0.0001057754,10370.87
2983,03/05/2022 07:31:44.393,50862.663,12.478,4,7,0.00345,3.78163,0.01303,0.00001,0.00000,0.00004,0.00000,,0.005417183,,0.0001531385,7335.96
2984,03/05/2022 07:31:47.126,50865.396,15.211,4,7,0.00345,3.79164,0.01306,0.00001,0.00000,0.00005,0.00000,,0.003446974,,0.0002372833,4823.254
2985,03/05/2022 07:31:52.166,50870.436,20.251,4,7,0.00345,3.80165,0.01310,0.00002,0.00000,0.00007,0.00000,,0.001643711,,0.0004257574,2838.365
2986,03/05/2022 07:32:04.754,50883.024,32.839,4,7,0.00345,3.81165,0.01313,0.00003,0.00000,0.00012,0.00000,,0.0005525245,,0.0009430241,1369.052
2987,03/05/2022 07:32:24.754,50903.024,52.839,4,7,0.00345,3.81611,0.01315,0.00005,0.00000,0.00019,0.00000,,0.0001552371,,0.001800276,
2988,03/05/2022 07:32:44.755,50923.025,72.840,4,7,0.00345,3.81712,0.01315,0.00007,0.00000,0.00026,0.00000,,9.584911E-05,,,267.8718
2989,03/05/2022 07:33:04.757,50943.027,92.842,4,7,0.00345,3.81708,0.01315,0.00009,0.00000,0.00034,0.00000,,2.141579E-05,,,
2990,03/05/2022 07:33:24.758,50963.028,112.843,4,7,0.00345,3.81680,0.01315,0.00011,0.00000,0.00041,0.00000,,-1.714829E-05,,,
2991,03/05/2022 07:33:44.759,50983.029,132.844,4,7,0.00345,3.81641,0.01315,0.00013,0.00000,0.00048,0.00000,,-1.857227E-05,,,
2992,03/05/2022 07:34:04.760,51003.030,152.845,4,7,0.00345,3.81611,0.01315,0.00015,0.00000,0.00056,0.00000,,-7.902963E-06,,,
2993,03/05/2022 07:34:24.760,51023.030,172.845,4,7,0.00345,3.81587,0.01315,0.00017,0.00000,0.00063,0.00000,,-1.323757E-05,,0,
2994,03/05/2022 07:34:44.760,51043.030,192.845,4,7,0.00345,3.81565,0.01315,0.00018,0.00000,0.00070,0.00000,,-1.698926E-06,,,0
2995,03/05/2022 07:35:04.760,51063.030,212.845,4,7,0.00345,3.81556,0.01314,0.00020,0.00000,0.00077,0.00000,,-2.264086E-05,,,
2996,03/05/2022 07:35:24.763,51083.033,232.848,4,7,0.00345,3.81555,0.01314,0.00022,0.00000,0.00085,0.00000,,-1.260356E-05,,,
2997,03/05/2022 07:35:44.764,51103.034,252.849,4,7,0.00345,3.81561,0.01315,0.00024,0.00000,0.00092,0.00000,,-4.544242E-06,,,
2998,03/05/2022 07:36:04.766,51123.036,272.851,4,7,0.00345,3.81578,0.01315,0.00026,0.00000,0.00099,0.00000,,1.315767E-05,,,
2999,03/05/2022 07:36:24.768,51143.038,292.853,4,7,0.00345,3.81593,0.01315,0.00028,0.00000,0.00107,0.00000,,1.742502E-05,,0,
3000,03/05/2022 07:36:44.769,51163.039,312.854,4,7,0.00345,3.81613,0.01315,0.00030,0.00000,0.00114,0.00000,,-2.489145E-06,,,0
3001,03/05/2022 07:37:04.770,51183.040,332.856,4,7,0.00345,3.81645,0.01315,0.00032,0.00000,0.00121,0.00000,,2.165143E-05,,,
3002,03/05/2022 07:37:24.771,51203.041,352.856,4,7,0.00345,3.81674,0.01315,0.00034,0.00000,0.00129,0.00000,,2.481222E-05,,,
3003,03/05/2022 07:37:44.771,51223.041,372.856,4,7,0.00345,3.81712,0.01315,0.00036,0.00000,0.00136,0.00000,,1.592447E-05,,,
3004,03/05/2022 07:38:04.772,51243.042,392.857,4,7,0.00345,3.81749,0.01315,0.00038,0.00000,0.00143,0.00000,,2.181236E-05,,,
3005,03/05/2022 07:38:24.773,51263.043,412.859,4,7,0.00345,3.81797,0.01315,0.00040,0.00000,0.00150,0.00000,,2.268188E-05,,0.06874815,
3006,03/05/2022 07:38:44.774,51283.044,432.859,4,7,0.00345,3.81844,0.01315,0.00041,0.00000,0.00158,0.00000,,3.279295E-05,,,0
3007,03/05/2022 07:39:04.774,51303.044,452.860,4,7,0.00345,3.81897,0.01316,0.00043,0.00000,0.00165,0.00000,,2.785472E-05,,,
3008,03/05/2022 07:39:24.776,51323.046,472.861,4,7,0.00345,3.81950,0.01316,0.00045,0.00000,0.00172,0.00000,,3.196775E-05,,,
3009,03/05/2022 07:39:44.777,51343.047,492.862,4,7,0.00345,3.82001,0.01316,0.00047,0.00000,0.00180,0.00000,,3.20863E-05,,,
3010,03/05/2022 07:40:04.778,51363.048,512.863,4,7,0.00345,3.82068,0.01316,0.00049,0.00000,0.00187,0.00000,,1.651719E-05,,,
3011,03/05/2022 07:40:24.778,51383.048,532.864,4,7,0.00345,3.82131,0.01316,0.00051,0.00000,0.00194,0.00000,,2.777546E-05,,0,
3012,03/05/2022 07:40:44.781,51403.051,552.866,4,7,0.00345,3.82197,0.01317,0.00053,0.00000,0.00202,0.00000,,4.188085E-05,,,0
3013,03/05/2022 07:41:04.783,51423.053,572.868,4,7,0.00345,3.82266,0.01317,0.00055,0.00000,0.00209,0.00000,,2.319231E-05,,0.03364817,
3014,03/05/2022 07:41:24.785,51443.055,592.870,4,7,0.00345,3.82338,0.01317,0.00057,0.00000,0.00216,0.00000,,2.272102E-05,,,
3015,03/05/2022 07:41:44.786,51463.056,612.871,4,7,0.00345,3.82417,0.01317,0.00059,0.00000,0.00224,0.00000,,3.560344E-05,,,
3016,03/05/2022 07:42:04.787,51483.057,632.872,4,7,0.00345,3.82498,0.01318,0.00061,0.00000,0.00231,0.00000,,4.872217E-05,,,
3017,03/05/2022 07:42:24.789,51503.059,652.874,4,7,0.00345,3.82574,0.01318,0.00062,0.00000,0.00238,0.00000,,3.39788E-05,,,
3018,03/05/2022 07:42:44.789,51523.059,672.875,4,7,0.00345,3.82663,0.01318,0.00064,0.00000,0.00246,0.00000,,3.540117E-05,,,0
3019,03/05/2022 07:43:04.791,51543.061,692.876,4,7,0.00345,3.82752,0.01319,0.00066,0.00000,0.00253,0.00000,,3.200302E-05,,0,16.99304
3020,03/05/2022 07:43:24.793,51563.063,712.878,4,7,0.00345,3.82838,0.01319,0.00068,0.00000,0.00260,0.00000,,3.659102E-05,,0.02365303,
3021,03/05/2022 07:43:44.793,51583.063,732.879,4,7,0.00345,3.82932,0.01319,0.00070,0.00000,0.00267,0.00000,,4.998707E-05,,,
3022,03/05/2022 07:44:04.795,51603.065,752.880,4,7,0.00345,3.83032,0.01320,0.00072,0.00000,0.00275,0.00000,,4.532425E-05,,,
3023,03/05/2022 07:44:24.797,51623.067,772.882,4,7,0.00345,3.83129,0.01320,0.00074,0.00000,0.00282,0.00000,,4.504129E-05,,,
3024,03/05/2022 07:44:44.798,51643.068,792.884,4,7,0.00345,3.83230,0.01320,0.00076,0.00000,0.00289,0.00000,,5.005947E-05,,,
3025,03/05/2022 07:45:04.800,51663.070,812.885,4,7,0.00345,3.83332,0.01321,0.00078,0.00000,0.00297,0.00000,,4.239448E-05,,0.01990114,0
3026,03/05/2022 07:45:24.801,51683.071,832.886,4,7,0.00345,3.83438,0.01321,0.00080,0.00000,0.00304,0.00000,,4.532312E-05,,,
3027,03/05/2022 07:45:44.801,51703.071,852.886,4,7,0.00345,3.83543,0.01321,0.00082,0.00000,0.00312,0.00000,,5.532075E-05,,,
3028,03/05/2022 07:46:04.802,51723.072,872.887,4,7,0.00345,3.83651,0.01322,0.00084,0.00000,0.00319,0.00000,,5.994398E-05,,,
3029,03/05/2022 07:46:24.802,51743.072,892.887,4,7,0.00345,3.83769,0.01322,0.00085,0.00000,0.00326,0.00000,,5.393147E-05,,0.01785057,52.2873
3030,03/05/2022 07:46:44.803,51763.073,912.889,4,7,0.00345,3.83880,0.01322,0.00087,0.00000,0.00334,0.00000,,6.704887E-05,,,
3031,03/05/2022 07:47:04.805,51783.075,932.890,4,7,0.00345,3.83993,0.01323,0.00089,0.00000,0.00341,0.00000,,5.728984E-05,,,
3032,03/05/2022 07:47:24.806,51803.076,952.892,4,7,0.00345,3.84109,0.01323,0.00091,0.00000,0.00348,0.00000,,5.318738E-05,,,
3033,03/05/2022 07:47:44.809,51823.079,972.894,4,7,0.00345,3.84230,0.01324,0.00093,0.00000,0.00356,0.00000,,5.468805E-05,,,
3034,03/05/2022 07:48:04.811,51843.081,992.896,4,7,0.00345,3.84351,0.01324,0.00095,0.00000,0.00363,0.00000,,6.006302E-05,,0.0163571,
3035,03/05/2022 07:48:24.811,51863.081,1012.896,4,7,0.00345,3.84475,0.01325,0.00097,0.00000,0.00370,0.00000,,6.246517E-05,,,0
3036,03/05/2022 07:48:44.811,51883.081,1032.896,4,7,0.00345,3.84598,0.01325,0.00099,0.00000,0.00378,0.00000,,5.973898E-05,,,
3037,03/05/2022 07:49:04.813,51903.083,1052.898,4,7,0.00345,3.84724,0.01325,0.00101,0.00000,0.00385,0.00000,,6.286078E-05,,,62.10038
3038,03/05/2022 07:49:24.814,51923.084,1072.900,4,7,0.00345,3.84852,0.01326,0.00103,0.00000,0.00392,0.00000,,6.330274E-05,,0.01551621,
3039,03/05/2022 07:49:44.814,51943.084,1092.900,4,7,0.00345,3.84979,0.01326,0.00105,0.00000,0.00400,0.00000,,6.022058E-05,,,
3040,03/05/2022 07:50:04.816,51963.086,1112.901,4,7,0.00345,3.85106,0.01327,0.00106,0.00000,0.00407,0.00000,,6.583169E-05,,,
3041,03/05/2022 07:50:24.818,51983.088,1132.903,4,7,0.00345,3.85239,0.01327,0.00108,0.00000,0.00414,0.00000,,5.602551E-05,,,
3042,03/05/2022 07:50:44.818,52003.088,1152.903,4,7,0.00345,3.85372,0.01328,0.00110,0.00000,0.00422,0.00000,,6.728593E-05,,0.01479822,
3043,03/05/2022 07:51:04.819,52023.089,1172.904,4,7,0.00345,3.85503,0.01328,0.00112,0.00000,0.00429,0.00000,,7.396316E-05,,,0
3044,03/05/2022 07:51:24.821,52043.091,1192.906,4,7,0.00345,3.85614,0.01328,0.00114,0.00000,0.00437,0.00000,,5.298937E-05,,,
3045,03/05/2022 07:51:44.821,52063.091,1212.906,4,7,0.00345,3.85753,0.01329,0.00116,0.00000,0.00444,0.00000,,6.610939E-05,,,67.30243
3046,03/05/2022 07:52:04.822,52083.092,1232.908,4,7,0.00345,3.85893,0.01329,0.00118,0.00000,0.00451,0.00000,,6.681181E-05,,0.01486918,
3047,03/05/2022 07:52:24.825,52103.095,1252.910,4,7,0.00345,3.86029,0.01330,0.00120,0.00000,0.00459,0.00000,,6.590198E-05,,,
3048,03/05/2022 07:52:44.826,52123.096,1272.911,4,7,0.00345,3.86176,0.01330,0.00122,0.00000,0.00466,0.00000,,7.621398E-05,,,
3049,03/05/2022 07:53:04.827,52143.097,1292.912,4,7,0.00345,3.86318,0.01331,0.00124,0.00000,0.00474,0.00000,,7.239175E-05,,0.01360899,
3050,03/05/2022 07:53:24.828,52163.098,1312.913,4,7,0.00345,3.86469,0.01331,0.00126,0.00000,0.00481,0.00000,,6.871741E-05,,,
3051,03/05/2022 07:53:44.830,52183.100,1332.916,4,7,0.00345,3.86608,0.01332,0.00128,0.00000,0.00488,0.00000,,7.412918E-05,,,0
3052,03/05/2022 07:54:04.832,52203.102,1352.917,4,7,0.00345,3.86756,0.01332,0.00129,0.00000,0.00496,0.00000,,7.874455E-05,,,74.3264
3053,03/05/2022 07:54:24.834,52223.104,1372.920,4,7,0.00345,3.86906,0.01333,0.00131,0.00000,0.00503,0.00000,,7.739927E-05,,0.01316626,
3054,03/05/2022 07:54:44.836,52243.106,1392.921,4,7,0.00345,3.87061,0.01333,0.00133,0.00000,0.00511,0.00000,,7.455643E-05,,,
3055,03/05/2022 07:55:04.837,52263.107,1412.922,4,7,0.00345,3.87216,0.01334,0.00135,0.00000,0.00518,0.00000,,8.729275E-05,,,
3056,03/05/2022 07:55:24.838,52283.108,1432.924,4,7,0.00345,3.87367,0.01335,0.00137,0.00000,0.00525,0.00000,,7.997799E-05,,0.012497,
3057,03/05/2022 07:55:44.839,52303.109,1452.924,4,7,0.00345,3.87525,0.01335,0.00139,0.00000,0.00533,0.00000,,7.934641E-05,,,
3058,03/05/2022 07:56:04.842,52323.112,1472.927,4,7,0.00345,3.87678,0.01336,0.00141,0.00000,0.00540,0.00000,,7.767648E-05,,,0
3059,03/05/2022 07:56:24.842,52343.112,1492.927,4,7,0.00345,3.87841,0.01336,0.00143,0.00000,0.00548,0.00000,,7.558308E-05,,0.01217357,80.31342
3060,03/05/2022 07:56:44.845,52363.115,1512.930,4,7,0.00345,3.87999,0.01337,0.00145,0.00000,0.00555,0.00000,,7.420083E-05,,,
3061,03/05/2022 07:57:04.846,52383.116,1532.932,4,7,0.00345,3.88167,0.01337,0.00147,0.00000,0.00562,0.00000,,8.391874E-05,,,
3062,03/05/2022 07:57:24.848,52403.118,1552.933,4,7,0.00345,3.88330,0.01338,0.00149,0.00000,0.00570,0.00000,,8.35594E-05,,0.01180138,
3063,03/05/2022 07:57:44.849,52423.119,1572.934,4,7,0.00345,3.88500,0.01338,0.00150,0.00000,0.00577,0.00000,,8.104489E-05,,,
3064,03/05/2022 07:58:04.849,52443.119,1592.934,4,7,0.00345,3.88665,0.01339,0.00152,0.00000,0.00585,0.00000,,8.127323E-05,,,
3065,03/05/2022 07:58:24.849,52463.119,1612.934,4,7,0.00345,3.88839,0.01340,0.00154,0.00000,0.00592,0.00000,,9.646982E-05,,0.01136049,86.168
3066,03/05/2022 07:58:44.850,52483.120,1632.935,4,7,0.00345,3.89012,0.01340,0.00156,0.00000,0.00600,0.00000,,8.642094E-05,,,
3067,03/05/2022 07:59:04.850,52503.120,1652.935,4,7,0.00345,3.89194,0.01341,0.00158,0.00000,0.00607,0.00000,,9.176518E-05,,,
3068,03/05/2022 07:59:24.851,52523.121,1672.936,4,7,0.00345,3.89376,0.01341,0.00160,0.00000,0.00615,0.00000,,9.20454E-05,,0.01087721,
3069,03/05/2022 07:59:44.852,52543.122,1692.937,4,7,0.00345,3.89555,0.01342,0.00162,0.00000,0.00622,0.00000,,9.356039E-05,,,
3070,03/05/2022 08:00:04.854,52563.124,1712.939,4,7,0.00345,3.89739,0.01343,0.00164,0.00000,0.00629,0.00000,,9.047662E-05,,,93.15955
3071,03/05/2022 08:00:24.854,52583.124,1732.940,4,7,0.00345,3.89926,0.01343,0.00166,0.00000,0.00637,0.00000,,8.946406E-05,,0.01045508,
3072,03/05/2022 08:00:44.856,52603.126,1752.941,4,7,0.00345,3.90120,0.01344,0.00168,0.00000,0.00644,0.00000,,9.34635E-05,,,
3073,03/05/2022 08:01:04.858,52623.128,1772.943,4,7,0.00345,3.90305,0.01345,0.00170,0.00000,0.00652,0.00000,,8.91222E-05,,0.010174,
3074,03/05/2022 08:01:24.860,52643.130,1792.945,4,7,0.00345,3.90502,0.01345,0.00172,0.00000,0.00659,0.00000,,9.304941E-05,,,
3075,03/05/2022 08:01:44.861,52663.131,1812.946,4,7,0.00345,3.90699,0.01346,0.00173,0.00000,0.00667,0.00000,,9.440504E-05,,,99.56061
3076,03/05/2022 08:02:04.862,52683.132,1832.947,4,7,0.00345,3.90893,0.01347,0.00175,0.00000,0.00674,0.00000,,0.0001015894,,0.009744938,
3077,03/05/2022 08:02:24.862,52703.132,1852.948,4,7,0.00345,3.91092,0.01347,0.00177,0.00000,0.00682,0.00000,,0.0001031907,,,
3078,03/05/2022 08:02:44.864,52723.134,1872.949,4,7,0.00345,3.91301,0.01348,0.00179,0.00000,0.00689,0.00000,,0.0001033701,,0.009532281,
3079,03/05/2022 08:03:04.866,52743.136,1892.951,4,7,0.00345,3.91505,0.01349,0.00181,0.00000,0.00697,0.00000,,9.926637E-05,,,
3080,03/05/2022 08:03:24.867,52763.137,1912.952,4,7,0.00345,3.91711,0.01349,0.00183,0.00000,0.00704,0.00000,,9.347624E-05,,,105.8097
3081,03/05/2022 08:03:44.869,52783.139,1932.954,4,7,0.00345,3.91920,0.01350,0.00185,0.00000,0.00712,0.00000,,0.0001025526,,0.009298898,
3082,03/05/2022 08:04:04.870,52803.140,1952.955,4,7,0.00345,3.92126,0.01351,0.00187,0.00000,0.00719,0.00000,,0.0001022341,,,
3083,03/05/2022 08:04:24.871,52823.141,1972.956,4,7,0.00345,3.92338,0.01352,0.00189,0.00000,0.00727,0.00000,,0.000101494,,0.009103393,
3084,03/05/2022 08:04:44.873,52843.143,1992.958,4,7,0.00345,3.92557,0.01352,0.00191,0.00000,0.00734,0.00000,,0.0001034169,,,
3085,03/05/2022 08:05:04.874,52863.144,2012.960,4,7,0.00345,3.92779,0.01353,0.00193,0.00000,0.00742,0.00000,,0.0001073771,,0.008803071,111.6562
3086,03/05/2022 08:05:24.875,52883.145,2032.960,4,7,0.00345,3.92992,0.01354,0.00195,0.00000,0.00749,0.00000,,0.0001120627,,,
3087,03/05/2022 08:05:44.877,52903.147,2052.962,4,7,0.00345,3.93221,0.01355,0.00196,0.00000,0.00757,0.00000,,0.0001104787,,,
3088,03/05/2022 08:06:04.880,52923.150,2072.965,4,7,0.00345,3.93439,0.01355,0.00198,0.00000,0.00764,0.00000,,0.0001242033,,0.008659287,
3089,03/05/2022 08:06:24.881,52943.151,2092.966,4,7,0.00345,3.93666,0.01356,0.00200,0.00000,0.00772,0.00000,,0.0001058399,,,
3090,03/05/2022 08:06:44.882,52963.152,2112.967,4,7,0.00345,3.93894,0.01357,0.00202,0.00000,0.00779,0.00000,,0.0001151095,,0.008526775,116.0968
3091,03/05/2022 08:07:04.882,52983.152,2132.967,4,7,0.00345,3.94124,0.01358,0.00204,0.00000,0.00787,0.00000,,0.0001148442,,,
3092,03/05/2022 08:07:24.885,53003.155,2152.970,4,7,0.00345,3.94350,0.01359,0.00206,0.00000,0.00794,0.00000,,0.0001313832,,0.008379232,
3093,03/05/2022 08:07:44.887,53023.157,2172.972,4,7,0.00345,3.94580,0.01359,0.00208,0.00000,0.00802,0.00000,,0.0001230665,,,
3094,03/05/2022 08:08:04.888,53043.158,2192.973,4,7,0.00345,3.94812,0.01360,0.00210,0.00000,0.00810,0.00000,,0.000112798,,0.008392386,119.6959
3095,03/05/2022 08:08:24.890,53063.160,2212.975,4,7,0.00345,3.95042,0.01361,0.00212,0.00000,0.00817,0.00000,,0.0001103746,,,
3096,03/05/2022 08:08:44.890,53083.160,2232.975,4,7,0.00345,3.95273,0.01362,0.00214,0.00000,0.00825,0.00000,,0.0001123768,,,
3097,03/05/2022 08:09:04.890,53103.160,2252.975,4,7,0.00345,3.95507,0.01363,0.00216,0.00000,0.00832,0.00000,,0.0001087751,,0.008253228,
3098,03/05/2022 08:09:24.892,53123.162,2272.977,4,7,0.00345,3.95732,0.01363,0.00217,0.00000,0.00840,0.00000,,0.0001161468,,,120.4304
3099,03/05/2022 08:09:44.893,53143.163,2292.978,4,7,0.00345,3.95965,0.01364,0.00219,0.00000,0.00847,0.00000,,0.0001177989,,0.0082228,
3100,03/05/2022 08:10:04.894,53163.164,2312.979,4,7,0.00345,3.96201,0.01365,0.00221,0.00000,0.00855,0.00000,,0.0001167219,,,
3101,03/05/2022 08:10:24.895,53183.165,2332.980,4,7,0.00345,3.96435,0.01366,0.00223,0.00000,0.00863,0.00000,,0.0001156863,,0.008250476,
3102,03/05/2022 08:10:44.896,53203.166,2352.981,4,7,0.00345,3.96665,0.01367,0.00225,0.00000,0.00870,0.00000,,0.0001204203,,,
3103,03/05/2022 08:11:04.896,53223.166,2372.981,4,7,0.00345,3.96902,0.01367,0.00227,0.00000,0.00878,0.00000,,0.0001152484,,0.008157448,121.5018
3104,03/05/2022 08:11:24.898,53243.168,2392.983,4,7,0.00345,3.97129,0.01368,0.00229,0.00000,0.00885,0.00000,,0.0001197533,,,
3105,03/05/2022 08:11:44.899,53263.169,2412.984,4,7,0.00345,3.97358,0.01369,0.00231,0.00000,0.00893,0.00000,,0.0001120639,,0.008320041,
3106,03/05/2022 08:12:04.899,53283.169,2432.984,4,7,0.00345,3.97590,0.01370,0.00233,0.00000,0.00901,0.00000,,0.0001196914,,,
3107,03/05/2022 08:12:24.899,53303.169,2452.985,4,7,0.00345,3.97812,0.01370,0.00235,0.00000,0.00908,0.00000,,0.0001140377,,0.00844761,120.1926
3108,03/05/2022 08:12:44.902,53323.172,2472.987,4,7,0.00345,3.98040,0.01371,0.00237,0.00000,0.00916,0.00000,,0.0001212666,,,
3109,03/05/2022 08:13:04.903,53343.173,2492.988,4,7,0.00345,3.98264,0.01372,0.00239,0.00000,0.00923,0.00000,,0.0001122451,,,
3110,03/05/2022 08:13:24.906,53363.176,2512.991,4,7,0.00345,3.98486,0.01373,0.00240,0.00000,0.00931,0.00000,,0.0001124767,,0.008497825,
3111,03/05/2022 08:13:44.906,53383.176,2532.991,4,7,0.00345,3.98708,0.01374,0.00242,0.00000,0.00939,0.00000,,0.0001161455,,,116.8491
3112,03/05/2022 08:14:04.907,53403.177,2552.992,4,7,0.00345,3.98924,0.01374,0.00244,0.00000,0.00946,0.00000,,0.0001060742,,0.008629016,
3113,03/05/2022 08:14:24.909,53423.179,2572.994,4,7,0.00345,3.99145,0.01375,0.00246,0.00000,0.00954,0.00000,,0.0001009673,,,
3114,03/05/2022 08:14:44.910,53443.180,2592.995,4,7,0.00345,3.99355,0.01376,0.00248,0.00000,0.00962,0.00000,,0.0001066812,,0.008761361,
3115,03/05/2022 08:15:04.912,53463.182,2612.997,4,7,0.00345,3.99568,0.01377,0.00250,0.00000,0.00969,0.00000,,0.0001194722,,,
3116,03/05/2022 08:15:24.912,53483.182,2632.998,4,7,0.00345,3.99777,0.01377,0.00252,0.00000,0.00977,0.00000,,0.0001000862,,0.009136604,112.4496
3117,03/05/2022 08:15:44.914,53503.184,2652.999,4,7,0.00345,3.99991,0.01378,0.00254,0.00000,0.00984,0.00000,,0.0001117599,,,
3118,03/05/2022 08:16:04.916,53523.186,2673.001,4,7,0.00345,4.00187,0.01379,0.00256,0.00000,0.00992,0.00000,,0.0001083533,,,
3119,03/05/2022 08:16:24.917,53543.187,2693.002,4,7,0.00345,4.00389,0.01379,0.00258,0.00000,0.01000,0.00000,,9.375133E-05,,0.009321255,
3120,03/05/2022 08:16:44.918,53563.188,2713.003,4,7,0.00345,4.00586,0.01380,0.00260,0.00000,0.01007,0.00000,,0.0001002876,,,
3121,03/05/2022 08:17:04.920,53583.190,2733.005,4,7,0.00345,4.00783,0.01381,0.00261,0.00000,0.01015,0.00000,,0.0001023457,,0.009607082,105.4674
3122,03/05/2022 08:17:24.922,53603.192,2753.007,4,7,0.00345,4.00974,0.01381,0.00263,0.00000,0.01023,0.00000,,9.81426E-05,,,
3123,03/05/2022 08:17:44.923,53623.193,2773.008,4,7,0.00345,4.01161,0.01382,0.00265,0.00000,0.01030,0.00000,,8.682277E-05,,,
3124,03/05/2022 08:18:04.925,53643.195,2793.010,4,7,0.00345,4.01342,0.01383,0.00267,0.00000,0.01038,0.00000,,0.0001104057,,0.01025898,
3125,03/05/2022 08:18:24.927,53663.197,2813.012,4,7,0.00345,4.01520,0.01383,0.00269,0.00000,0.01046,0.00000,,8.834235E-05,,,
3126,03/05/2022 08:18:44.929,53683.199,2833.014,4,7,0.00345,4.01703,0.01384,0.00271,0.00000,0.01054,0.00000,,8.233933E-05,,,96.28288
3127,03/05/2022 08:19:04.929,53703.199,2853.015,4,7,0.00345,4.01868,0.01384,0.00273,0.00000,0.01061,0.00000,,8.100605E-05,,0.0108441,
3128,03/05/2022 08:19:24.930,53723.200,2873.015,4,7,0.00345,4.02034,0.01385,0.00275,0.00000,0.01069,0.00000,,7.846732E-05,,,
3129,03/05/2022 08:19:44.931,53743.201,2893.016,4,7,0.00345,4.02196,0.01386,0.00277,0.00000,0.01077,0.00000,,7.174999E-05,,,
3130,03/05/2022 08:20:04.933,53763.203,2913.018,4,7,0.00344,4.02353,0.01386,0.00279,0.00000,0.01084,0.00000,,7.626486E-05,,0.01170749,
3131,03/05/2022 08:20:24.934,53783.204,2933.020,4,7,0.00345,4.02509,0.01387,0.00281,0.00000,0.01092,0.00000,,6.195923E-05,,,
3132,03/05/2022 08:20:44.936,53803.206,2953.021,4,7,0.00345,4.02658,0.01387,0.00283,0.00000,0.01100,0.00000,,7.476204E-05,,,
3133,03/05/2022 08:21:04.937,53823.207,2973.023,4,7,0.00345,4.02800,0.01388,0.00284,0.00000,0.01107,0.00000,,7.206607E-05,,0.01273785,82.77036
3134,03/05/2022 08:21:24.938,53843.208,2993.023,4,7,0.00345,4.02933,0.01388,0.00286,0.00000,0.01115,0.00000,,6.614068E-05,,,
3135,03/05/2022 08:21:44.939,53863.209,3013.024,4,7,0.00345,4.03069,0.01389,0.00288,0.00000,0.01123,0.00000,,8.32135E-05,,,
3136,03/05/2022 08:22:04.939,53883.209,3033.024,4,7,0.00345,4.03195,0.01389,0.00290,0.00000,0.01131,0.00000,,5.690087E-05,,,
3137,03/05/2022 08:22:24.941,53903.211,3053.026,4,7,0.00345,4.03325,0.01389,0.00292,0.00000,0.01138,0.00000,,6.045817E-05,,0.01450587,
3138,03/05/2022 08:22:44.941,53923.211,3073.026,4,7,0.00345,4.03442,0.01390,0.00294,0.00000,0.01146,0.00000,,5.073072E-05,,,
3139,03/05/2022 08:23:04.942,53943.212,3093.027,4,7,0.00345,4.03548,0.01390,0.00296,0.00000,0.01154,0.00000,,5.152177E-05,,,0
3140,03/05/2022 08:23:24.943,53963.213,3113.028,4,7,0.00345,4.03657,0.01391,0.00298,0.00000,0.01161,0.00000,,4.188015E-05,,,
3141,03/05/2022 08:23:44.944,53983.214,3133.029,4,7,0.00345,4.03764,0.01391,0.00300,0.00000,0.01169,0.00000,,5.982593E-05,,,64.7596
3142,03/05/2022 08:24:04.945,54003.215,3153.031,4,7,0.00345,4.03864,0.01391,0.00302,0.00000,0.01177,0.00000,,4.473115E-05,,0.01721024,
3143,03/05/2022 08:24:24.947,54023.217,3173.033,4,7,0.00345,4.03959,0.01392,0.00304,0.00000,0.01185,0.00000,,4.378242E-05,,,
3144,03/05/2022 08:24:44.950,54043.220,3193.035,4,7,0.00344,4.04047,0.01392,0.00305,0.00000,0.01192,0.00000,,4.567345E-05,,,
3145,03/05/2022 08:25:04.951,54063.221,3213.036,4,7,0.00345,4.04128,0.01392,0.00307,0.00000,0.01200,0.00000,,5.452322E-05,,,
3146,03/05/2022 08:25:24.952,54083.222,3233.037,4,7,0.00345,4.04211,0.01393,0.00309,0.00000,0.01208,0.00000,,4.614795E-05,,,
3147,03/05/2022 08:25:44.953,54103.223,3253.038,4,7,0.00344,4.04288,0.01393,0.00311,0.00000,0.01216,0.00000,,4.046351E-05,,0.02184042,0
3148,03/05/2022 08:26:04.954,54123.224,3273.039,4,7,0.00345,4.04366,0.01393,0.00313,0.00000,0.01223,0.00000,,3.935741E-05,,,
3149,03/05/2022 08:26:24.956,54143.226,3293.041,4,7,0.00345,4.04430,0.01393,0.00315,0.00000,0.01231,0.00000,,3.248172E-05,,,
3150,03/05/2022 08:26:44.958,54163.228,3313.044,4,7,0.00345,4.04499,0.01394,0.00317,0.00000,0.01239,0.00000,,3.002753E-05,,,
3151,03/05/2022 08:27:04.958,54183.228,3333.044,4,7,0.00345,4.04566,0.01394,0.00319,0.00000,0.01247,0.00000,,3.927285E-05,,,
3152,03/05/2022 08:27:24.960,54203.230,3353.045,4,7,0.00345,4.04626,0.01394,0.00321,0.00000,0.01254,0.00000,,2.520753E-05,,,
